date,cv,professions,regions,industries,vacancy,invitation,response,added
20191019,data-20191019T084127-structure-20161130T143000.xml.gz,data-20191019T084127-structure-20161130T143000.xml.gz,data-20191019T084127-structure-20161130T143000.xml.gz,data-20191019T084127-structure-20161130T143000.xml.gz,data-20191019T084127-structure-20161130T143000.xml.gz,,,False
20191018,data-20191018T071523-structure-20161130T143000.xml.gz,data-20191018T071523-structure-20161130T143000.xml.gz,data-20191018T071523-structure-20161130T143000.xml.gz,data-20191018T071523-structure-20161130T143000.xml.gz,data-20191018T071523-structure-20161130T143000.xml.gz,,,False
20191017,data-20191017T074851-structure-20161130T143000.xml.gz,data-20191017T074851-structure-20161130T143000.xml.gz,data-20191017T074851-structure-20161130T143000.xml.gz,data-20191017T074851-structure-20161130T143000.xml.gz,data-20191017T074851-structure-20161130T143000.xml.gz,,,False
20191016,data-20191016T083611-structure-20161130T143000.xml.gz,data-20191016T083611-structure-20161130T143000.xml.gz,data-20191016T083611-structure-20161130T143000.xml.gz,data-20191016T083611-structure-20161130T143000.xml.gz,data-20191016T083611-structure-20161130T143000.xml.gz,,,False
20191015,data-20191015T091433-structure-20161130T143000.xml.gz,data-20191015T091433-structure-20161130T143000.xml.gz,data-20191015T091433-structure-20161130T143000.xml.gz,data-20191015T091433-structure-20161130T143000.xml.gz,data-20191015T091433-structure-20161130T143000.xml.gz,,,False
20191014,data-20191014T081210-structure-20161130T143000.xml.gz,data-20191014T081210-structure-20161130T143000.xml.gz,data-20191014T081210-structure-20161130T143000.xml.gz,data-20191014T081210-structure-20161130T143000.xml.gz,data-20191014T081210-structure-20161130T143000.xml.gz,,,False
20191013,data-20191013T070819-structure-20161130T143000.xml.gz,data-20191013T070819-structure-20161130T143000.xml.gz,data-20191013T070819-structure-20161130T143000.xml.gz,data-20191013T070819-structure-20161130T143000.xml.gz,data-20191013T070819-structure-20161130T143000.xml.gz,,,False
20191012,data-20191012T082156-structure-20161130T143000.xml.gz,data-20191012T082156-structure-20161130T143000.xml.gz,data-20191012T082156-structure-20161130T143000.xml.gz,data-20191012T082156-structure-20161130T143000.xml.gz,data-20191012T082156-structure-20161130T143000.xml.gz,,,False
20191011,data-20191011T080128-structure-20161130T143000.xml.gz,data-20191011T080128-structure-20161130T143000.xml.gz,data-20191011T080128-structure-20161130T143000.xml.gz,data-20191011T080128-structure-20161130T143000.xml.gz,data-20191011T080128-structure-20161130T143000.xml.gz,,,False
20191010,data-20191010T075705-structure-20161130T143000.xml.gz,data-20191010T075705-structure-20161130T143000.xml.gz,data-20191010T075705-structure-20161130T143000.xml.gz,data-20191010T075705-structure-20161130T143000.xml.gz,data-20191010T075705-structure-20161130T143000.xml.gz,,,False
20191009,data-20191009T074919-structure-20161130T143000.xml.gz,data-20191009T074919-structure-20161130T143000.xml.gz,data-20191009T074919-structure-20161130T143000.xml.gz,data-20191009T074919-structure-20161130T143000.xml.gz,data-20191009T074919-structure-20161130T143000.xml.gz,,,False
20191008,data-20191008T071701-structure-20161130T143000.xml.gz,data-20191008T071701-structure-20161130T143000.xml.gz,data-20191008T071701-structure-20161130T143000.xml.gz,data-20191008T071701-structure-20161130T143000.xml.gz,data-20191008T071701-structure-20161130T143000.xml.gz,,,False
20191007,data-20191007T070818-structure-20161130T143000.xml.gz,data-20191007T070818-structure-20161130T143000.xml.gz,data-20191007T070818-structure-20161130T143000.xml.gz,data-20191007T070818-structure-20161130T143000.xml.gz,data-20191007T070818-structure-20161130T143000.xml.gz,,,False
20191006,data-20191006T065158-structure-20161130T143000.xml.gz,data-20191006T065158-structure-20161130T143000.xml.gz,data-20191006T065158-structure-20161130T143000.xml.gz,data-20191006T065158-structure-20161130T143000.xml.gz,data-20191006T065158-structure-20161130T143000.xml.gz,,,False
20191005,data-20191005T081256-structure-20161130T143000.xml.gz,data-20191005T081256-structure-20161130T143000.xml.gz,data-20191005T081256-structure-20161130T143000.xml.gz,data-20191005T081256-structure-20161130T143000.xml.gz,data-20191005T081256-structure-20161130T143000.xml.gz,,,False
20191004,data-20191004T080350-structure-20161130T143000.xml.gz,data-20191004T080350-structure-20161130T143000.xml.gz,data-20191004T080350-structure-20161130T143000.xml.gz,data-20191004T080350-structure-20161130T143000.xml.gz,data-20191004T080350-structure-20161130T143000.xml.gz,,,False
20191003,data-20191003T074831-structure-20161130T143000.xml.gz,data-20191003T074831-structure-20161130T143000.xml.gz,data-20191003T074831-structure-20161130T143000.xml.gz,data-20191003T074831-structure-20161130T143000.xml.gz,data-20191003T074831-structure-20161130T143000.xml.gz,,,False
20191002,data-20191002T072722-structure-20161130T143000.xml.gz,data-20191002T072722-structure-20161130T143000.xml.gz,data-20191002T072722-structure-20161130T143000.xml.gz,data-20191002T072722-structure-20161130T143000.xml.gz,data-20191002T072722-structure-20161130T143000.xml.gz,,,False
20191001,data-20191001T070728-structure-20161130T143000.xml.gz,data-20191001T070728-structure-20161130T143000.xml.gz,data-20191001T070728-structure-20161130T143000.xml.gz,data-20191001T070728-structure-20161130T143000.xml.gz,data-20191001T070728-structure-20161130T143000.xml.gz,,,False
20190930,data-20190930T071005-structure-20161130T143000.xml.gz,data-20190930T071005-structure-20161130T143000.xml.gz,data-20190930T071005-structure-20161130T143000.xml.gz,data-20190930T071005-structure-20161130T143000.xml.gz,data-20190930T071005-structure-20161130T143000.xml.gz,,,False
20190929,data-20190929T070738-structure-20161130T143000.xml.gz,data-20190929T070738-structure-20161130T143000.xml.gz,data-20190929T070738-structure-20161130T143000.xml.gz,data-20190929T070738-structure-20161130T143000.xml.gz,data-20190929T070738-structure-20161130T143000.xml.gz,,,False
20190928,data-20190928T064622-structure-20161130T143000.xml.gz,data-20190928T064622-structure-20161130T143000.xml.gz,data-20190928T064622-structure-20161130T143000.xml.gz,data-20190928T064622-structure-20161130T143000.xml.gz,data-20190928T064622-structure-20161130T143000.xml.gz,,,False
20190927,data-20190927T065743-structure-20161130T143000.xml.gz,data-20190927T065743-structure-20161130T143000.xml.gz,data-20190927T065743-structure-20161130T143000.xml.gz,data-20190927T065743-structure-20161130T143000.xml.gz,data-20190927T065743-structure-20161130T143000.xml.gz,,,False
20190926,data-20190926T072702-structure-20161130T143000.xml.gz,data-20190926T072702-structure-20161130T143000.xml.gz,data-20190926T072702-structure-20161130T143000.xml.gz,data-20190926T072702-structure-20161130T143000.xml.gz,data-20190926T072702-structure-20161130T143000.xml.gz,,,False
20190925,data-20190925T065500-structure-20161130T143000.xml.gz,data-20190925T065500-structure-20161130T143000.xml.gz,data-20190925T065500-structure-20161130T143000.xml.gz,data-20190925T065500-structure-20161130T143000.xml.gz,data-20190925T065500-structure-20161130T143000.xml.gz,,,False
20190924,data-20190924T080325-structure-20161130T143000.xml.gz,data-20190924T080325-structure-20161130T143000.xml.gz,data-20190924T080325-structure-20161130T143000.xml.gz,data-20190924T080325-structure-20161130T143000.xml.gz,data-20190924T080325-structure-20161130T143000.xml.gz,,,False
20190923,data-20190923T082501-structure-20161130T143000.xml.gz,data-20190923T082501-structure-20161130T143000.xml.gz,data-20190923T082501-structure-20161130T143000.xml.gz,data-20190923T082501-structure-20161130T143000.xml.gz,data-20190923T082501-structure-20161130T143000.xml.gz,,,False
20190922,data-20190922T074705-structure-20161130T143000.xml.gz,data-20190922T074705-structure-20161130T143000.xml.gz,data-20190922T074705-structure-20161130T143000.xml.gz,data-20190922T074705-structure-20161130T143000.xml.gz,data-20190922T074705-structure-20161130T143000.xml.gz,,,False
20190921,data-20190921T090440-structure-20161130T143000.xml.gz,data-20190921T090440-structure-20161130T143000.xml.gz,data-20190921T090440-structure-20161130T143000.xml.gz,data-20190921T090440-structure-20161130T143000.xml.gz,data-20190921T090440-structure-20161130T143000.xml.gz,,,False
20190920,data-20190920T071609-structure-20161130T143000.xml.gz,data-20190920T071609-structure-20161130T143000.xml.gz,data-20190920T071609-structure-20161130T143000.xml.gz,data-20190920T071609-structure-20161130T143000.xml.gz,data-20190920T071609-structure-20161130T143000.xml.gz,,,False
20190919,data-20190919T064946-structure-20161130T143000.xml.gz,data-20190919T064946-structure-20161130T143000.xml.gz,data-20190919T064946-structure-20161130T143000.xml.gz,data-20190919T064946-structure-20161130T143000.xml.gz,data-20190919T064946-structure-20161130T143000.xml.gz,,,False
20190918,data-20190918T075618-structure-20161130T143000.xml.gz,data-20190918T075618-structure-20161130T143000.xml.gz,data-20190918T075618-structure-20161130T143000.xml.gz,data-20190918T075618-structure-20161130T143000.xml.gz,data-20190918T075618-structure-20161130T143000.xml.gz,,,False
20190917,data-20190917T075322-structure-20161130T143000.xml.gz,data-20190917T075322-structure-20161130T143000.xml.gz,data-20190917T075322-structure-20161130T143000.xml.gz,data-20190917T075322-structure-20161130T143000.xml.gz,data-20190917T075322-structure-20161130T143000.xml.gz,,,False
20190916,data-20190916T052709-structure-20161130T143000.xml.gz,data-20190916T052709-structure-20161130T143000.xml.gz,data-20190916T052709-structure-20161130T143000.xml.gz,data-20190916T052709-structure-20161130T143000.xml.gz,data-20190916T052709-structure-20161130T143000.xml.gz,,,False
20190915,data-20190915T054903-structure-20161130T143000.xml.gz,data-20190915T054903-structure-20161130T143000.xml.gz,data-20190915T054903-structure-20161130T143000.xml.gz,data-20190915T054903-structure-20161130T143000.xml.gz,data-20190915T054903-structure-20161130T143000.xml.gz,,,False
20190914,data-20190914T071720-structure-20161130T143000.xml.gz,data-20190914T071720-structure-20161130T143000.xml.gz,data-20190914T071720-structure-20161130T143000.xml.gz,data-20190914T071720-structure-20161130T143000.xml.gz,data-20190914T071720-structure-20161130T143000.xml.gz,,,False
20190913,data-20190913T055941-structure-20161130T143000.xml.gz,data-20190913T055941-structure-20161130T143000.xml.gz,data-20190913T055941-structure-20161130T143000.xml.gz,data-20190913T055941-structure-20161130T143000.xml.gz,data-20190913T055941-structure-20161130T143000.xml.gz,,,False
20190912,data-20190912T045039-structure-20161130T143000.xml.gz,data-20190912T045039-structure-20161130T143000.xml.gz,data-20190912T045039-structure-20161130T143000.xml.gz,data-20190912T045039-structure-20161130T143000.xml.gz,data-20190912T045039-structure-20161130T143000.xml.gz,,,False
20190911,data-20190911T165639-structure-20161130T143000.xml.gz,data-20190911T165639-structure-20161130T143000.xml.gz,data-20190911T165639-structure-20161130T143000.xml.gz,data-20190911T165639-structure-20161130T143000.xml.gz,data-20190911T165639-structure-20161130T143000.xml.gz,,,False
20190910,data-20190910T072033-structure-20161130T143000.xml.gz,data-20190910T072033-structure-20161130T143000.xml.gz,data-20190910T072033-structure-20161130T143000.xml.gz,data-20190910T072033-structure-20161130T143000.xml.gz,data-20190910T072033-structure-20161130T143000.xml.gz,,,False
20190909,data-20190909T060852-structure-20161130T143000.xml.gz,data-20190909T060852-structure-20161130T143000.xml.gz,data-20190909T060852-structure-20161130T143000.xml.gz,data-20190909T060852-structure-20161130T143000.xml.gz,data-20190909T060852-structure-20161130T143000.xml.gz,,,False
20190908,data-20190908T071217-structure-20161130T143000.xml.gz,data-20190908T071217-structure-20161130T143000.xml.gz,data-20190908T071217-structure-20161130T143000.xml.gz,data-20190908T071217-structure-20161130T143000.xml.gz,data-20190908T071217-structure-20161130T143000.xml.gz,,,False
20190907,data-20190907T082650-structure-20161130T143000.xml.gz,data-20190907T082650-structure-20161130T143000.xml.gz,data-20190907T082650-structure-20161130T143000.xml.gz,data-20190907T082650-structure-20161130T143000.xml.gz,data-20190907T082650-structure-20161130T143000.xml.gz,,,False
20190906,data-20190906T054711-structure-20161130T143000.xml.gz,data-20190906T054711-structure-20161130T143000.xml.gz,data-20190906T054711-structure-20161130T143000.xml.gz,data-20190906T054711-structure-20161130T143000.xml.gz,data-20190906T054711-structure-20161130T143000.xml.gz,,,False
20190905,data-20190905T062859-structure-20161130T143000.xml.gz,data-20190905T062859-structure-20161130T143000.xml.gz,data-20190905T062859-structure-20161130T143000.xml.gz,data-20190905T062859-structure-20161130T143000.xml.gz,data-20190905T062859-structure-20161130T143000.xml.gz,,,False
20190904,data-20190904T071212-structure-20161130T143000.xml.gz,data-20190904T071212-structure-20161130T143000.xml.gz,data-20190904T071212-structure-20161130T143000.xml.gz,data-20190904T071212-structure-20161130T143000.xml.gz,data-20190904T071212-structure-20161130T143000.xml.gz,,,False
20190903,data-20190903T063646-structure-20161130T143000.xml.gz,data-20190903T063646-structure-20161130T143000.xml.gz,data-20190903T063646-structure-20161130T143000.xml.gz,data-20190903T063646-structure-20161130T143000.xml.gz,data-20190903T063646-structure-20161130T143000.xml.gz,,,False
20190902,data-20190902T045116-structure-20161130T143000.xml.gz,data-20190902T045116-structure-20161130T143000.xml.gz,data-20190902T045116-structure-20161130T143000.xml.gz,data-20190902T045116-structure-20161130T143000.xml.gz,data-20190902T045116-structure-20161130T143000.xml.gz,,,False
20190901,data-20190901T050355-structure-20161130T143000.xml.gz,data-20190901T050355-structure-20161130T143000.xml.gz,data-20190901T050355-structure-20161130T143000.xml.gz,data-20190901T050355-structure-20161130T143000.xml.gz,data-20190901T050355-structure-20161130T143000.xml.gz,,,False
20190831,data-20190831T051750-structure-20161130T143000.xml.gz,data-20190831T051750-structure-20161130T143000.xml.gz,data-20190831T051750-structure-20161130T143000.xml.gz,data-20190831T051750-structure-20161130T143000.xml.gz,data-20190831T051750-structure-20161130T143000.xml.gz,,,False
20190830,data-20190830T063803-structure-20161130T143000.xml.gz,data-20190830T063803-structure-20161130T143000.xml.gz,data-20190830T063803-structure-20161130T143000.xml.gz,data-20190830T063803-structure-20161130T143000.xml.gz,data-20190830T063803-structure-20161130T143000.xml.gz,,,False
20190829,data-20190829T064913-structure-20161130T143000.xml.gz,data-20190829T064913-structure-20161130T143000.xml.gz,data-20190829T064913-structure-20161130T143000.xml.gz,data-20190829T064913-structure-20161130T143000.xml.gz,data-20190829T064913-structure-20161130T143000.xml.gz,,,False
20190828,data-20190828T065059-structure-20161130T143000.xml.gz,data-20190828T065059-structure-20161130T143000.xml.gz,data-20190828T065059-structure-20161130T143000.xml.gz,data-20190828T065059-structure-20161130T143000.xml.gz,data-20190828T065059-structure-20161130T143000.xml.gz,,,False
20190827,data-20190827T075057-structure-20161130T143000.xml.gz,data-20190827T075057-structure-20161130T143000.xml.gz,data-20190827T075057-structure-20161130T143000.xml.gz,data-20190827T075057-structure-20161130T143000.xml.gz,data-20190827T075057-structure-20161130T143000.xml.gz,,,False
20190826,data-20190826T051909-structure-20161130T143000.xml.gz,data-20190826T051909-structure-20161130T143000.xml.gz,data-20190826T051909-structure-20161130T143000.xml.gz,data-20190826T051909-structure-20161130T143000.xml.gz,data-20190826T051909-structure-20161130T143000.xml.gz,,,False
20190825,data-20190825T062634-structure-20161130T143000.xml.gz,data-20190825T062634-structure-20161130T143000.xml.gz,data-20190825T062634-structure-20161130T143000.xml.gz,data-20190825T062634-structure-20161130T143000.xml.gz,data-20190825T062634-structure-20161130T143000.xml.gz,,,False
20190824,data-20190824T080827-structure-20161130T143000.xml.gz,data-20190824T080827-structure-20161130T143000.xml.gz,data-20190824T080827-structure-20161130T143000.xml.gz,data-20190824T080827-structure-20161130T143000.xml.gz,data-20190824T080827-structure-20161130T143000.xml.gz,,,False
20190823,data-20190823T052134-structure-20161130T143000.xml.gz,data-20190823T052134-structure-20161130T143000.xml.gz,data-20190823T052134-structure-20161130T143000.xml.gz,data-20190823T052134-structure-20161130T143000.xml.gz,data-20190823T052134-structure-20161130T143000.xml.gz,,,False
20190822,data-20190822T052507-structure-20161130T143000.xml.gz,data-20190822T052507-structure-20161130T143000.xml.gz,data-20190822T052507-structure-20161130T143000.xml.gz,data-20190822T052507-structure-20161130T143000.xml.gz,data-20190822T052507-structure-20161130T143000.xml.gz,,,False
20190821,data-20190821T050529-structure-20161130T143000.xml.gz,data-20190821T050529-structure-20161130T143000.xml.gz,data-20190821T050529-structure-20161130T143000.xml.gz,data-20190821T050529-structure-20161130T143000.xml.gz,data-20190821T050529-structure-20161130T143000.xml.gz,,,False
20190820,data-20190820T054538-structure-20161130T143000.xml.gz,data-20190820T054538-structure-20161130T143000.xml.gz,data-20190820T054538-structure-20161130T143000.xml.gz,data-20190820T054538-structure-20161130T143000.xml.gz,data-20190820T054538-structure-20161130T143000.xml.gz,,,False
20190819,data-20190819T052008-structure-20161130T143000.xml.gz,data-20190819T052008-structure-20161130T143000.xml.gz,data-20190819T052008-structure-20161130T143000.xml.gz,data-20190819T052008-structure-20161130T143000.xml.gz,data-20190819T052008-structure-20161130T143000.xml.gz,,,False
20190818,data-20190818T051855-structure-20161130T143000.xml.gz,data-20190818T051855-structure-20161130T143000.xml.gz,data-20190818T051855-structure-20161130T143000.xml.gz,data-20190818T051855-structure-20161130T143000.xml.gz,data-20190818T051855-structure-20161130T143000.xml.gz,,,False
20190817,data-20190817T052926-structure-20161130T143000.xml.gz,data-20190817T052926-structure-20161130T143000.xml.gz,data-20190817T052926-structure-20161130T143000.xml.gz,data-20190817T052926-structure-20161130T143000.xml.gz,data-20190817T052926-structure-20161130T143000.xml.gz,,,False
20190816,data-20190816T050623-structure-20161130T143000.xml.gz,data-20190816T050623-structure-20161130T143000.xml.gz,data-20190816T050623-structure-20161130T143000.xml.gz,data-20190816T050623-structure-20161130T143000.xml.gz,data-20190816T050623-structure-20161130T143000.xml.gz,,,False
20190815,data-20190815T050302-structure-20161130T143000.xml.gz,data-20190815T050302-structure-20161130T143000.xml.gz,data-20190815T050302-structure-20161130T143000.xml.gz,data-20190815T050302-structure-20161130T143000.xml.gz,data-20190815T050302-structure-20161130T143000.xml.gz,,,False
20190814,data-20190814T045625-structure-20161130T143000.xml.gz,data-20190814T045625-structure-20161130T143000.xml.gz,data-20190814T045625-structure-20161130T143000.xml.gz,data-20190814T045625-structure-20161130T143000.xml.gz,data-20190814T045625-structure-20161130T143000.xml.gz,,,False
20190813,data-20190813T045515-structure-20161130T143000.xml.gz,data-20190813T045515-structure-20161130T143000.xml.gz,data-20190813T045515-structure-20161130T143000.xml.gz,data-20190813T045515-structure-20161130T143000.xml.gz,data-20190813T045515-structure-20161130T143000.xml.gz,,,False
20190812,data-20190812T043957-structure-20161130T143000.xml.gz,data-20190812T043957-structure-20161130T143000.xml.gz,data-20190812T043957-structure-20161130T143000.xml.gz,data-20190812T043957-structure-20161130T143000.xml.gz,data-20190812T043957-structure-20161130T143000.xml.gz,,,False
20190811,data-20190811T044632-structure-20161130T143000.xml.gz,data-20190811T044632-structure-20161130T143000.xml.gz,data-20190811T044632-structure-20161130T143000.xml.gz,data-20190811T044632-structure-20161130T143000.xml.gz,data-20190811T044632-structure-20161130T143000.xml.gz,,,False
20190810,data-20190810T054149-structure-20161130T143000.xml.gz,data-20190810T054149-structure-20161130T143000.xml.gz,data-20190810T054149-structure-20161130T143000.xml.gz,data-20190810T054149-structure-20161130T143000.xml.gz,data-20190810T054149-structure-20161130T143000.xml.gz,,,False
20190809,data-20190809T045813-structure-20161130T143000.xml.gz,data-20190809T045813-structure-20161130T143000.xml.gz,data-20190809T045813-structure-20161130T143000.xml.gz,data-20190809T045813-structure-20161130T143000.xml.gz,data-20190809T045813-structure-20161130T143000.xml.gz,,,False
20190808,data-20190808T054447-structure-20161130T143000.xml.gz,data-20190808T054447-structure-20161130T143000.xml.gz,data-20190808T054447-structure-20161130T143000.xml.gz,data-20190808T054447-structure-20161130T143000.xml.gz,data-20190808T054447-structure-20161130T143000.xml.gz,,,False
20190807,data-20190807T070654-structure-20161130T143000.xml.gz,data-20190807T070654-structure-20161130T143000.xml.gz,data-20190807T070654-structure-20161130T143000.xml.gz,data-20190807T070654-structure-20161130T143000.xml.gz,data-20190807T070654-structure-20161130T143000.xml.gz,,,False
20190806,data-20190806T060741-structure-20161130T143000.xml.gz,data-20190806T060741-structure-20161130T143000.xml.gz,data-20190806T060741-structure-20161130T143000.xml.gz,data-20190806T060741-structure-20161130T143000.xml.gz,data-20190806T060741-structure-20161130T143000.xml.gz,,,False
20190805,data-20190805T044856-structure-20161130T143000.xml.gz,data-20190805T044856-structure-20161130T143000.xml.gz,data-20190805T044856-structure-20161130T143000.xml.gz,data-20190805T044856-structure-20161130T143000.xml.gz,data-20190805T044856-structure-20161130T143000.xml.gz,,,False
20190804,data-20190804T050221-structure-20161130T143000.xml.gz,data-20190804T050221-structure-20161130T143000.xml.gz,data-20190804T050221-structure-20161130T143000.xml.gz,data-20190804T050221-structure-20161130T143000.xml.gz,data-20190804T050221-structure-20161130T143000.xml.gz,,,False
20190803,data-20190803T100946-structure-20161130T143000.xml.gz,data-20190803T100946-structure-20161130T143000.xml.gz,data-20190803T100946-structure-20161130T143000.xml.gz,data-20190803T100946-structure-20161130T143000.xml.gz,data-20190803T100946-structure-20161130T143000.xml.gz,,,False
20190802,data-20190802T051527-structure-20161130T143000.xml.gz,data-20190802T051527-structure-20161130T143000.xml.gz,data-20190802T051527-structure-20161130T143000.xml.gz,data-20190802T051527-structure-20161130T143000.xml.gz,data-20190802T051527-structure-20161130T143000.xml.gz,,,False
20190801,data-20190801T060652-structure-20161130T143000.xml.gz,data-20190801T060652-structure-20161130T143000.xml.gz,data-20190801T060652-structure-20161130T143000.xml.gz,data-20190801T060652-structure-20161130T143000.xml.gz,data-20190801T060652-structure-20161130T143000.xml.gz,,,False
20190731,data-20190731T045744-structure-20161130T143000.xml.gz,data-20190731T045744-structure-20161130T143000.xml.gz,data-20190731T045744-structure-20161130T143000.xml.gz,data-20190731T045744-structure-20161130T143000.xml.gz,data-20190731T045744-structure-20161130T143000.xml.gz,,,False
20190730,data-20190730T052540-structure-20161130T143000.xml.gz,data-20190730T052540-structure-20161130T143000.xml.gz,data-20190730T052540-structure-20161130T143000.xml.gz,data-20190730T052540-structure-20161130T143000.xml.gz,data-20190730T052540-structure-20161130T143000.xml.gz,,,False
20190729,data-20190729T043407-structure-20161130T143000.xml.gz,data-20190729T043407-structure-20161130T143000.xml.gz,data-20190729T043407-structure-20161130T143000.xml.gz,data-20190729T043407-structure-20161130T143000.xml.gz,data-20190729T043407-structure-20161130T143000.xml.gz,,,False
20190728,data-20190728T044547-structure-20161130T143000.xml.gz,data-20190728T044547-structure-20161130T143000.xml.gz,data-20190728T044547-structure-20161130T143000.xml.gz,data-20190728T044547-structure-20161130T143000.xml.gz,data-20190728T044547-structure-20161130T143000.xml.gz,,,False
20190727,data-20190727T054418-structure-20161130T143000.xml.gz,data-20190727T054418-structure-20161130T143000.xml.gz,data-20190727T054418-structure-20161130T143000.xml.gz,data-20190727T054418-structure-20161130T143000.xml.gz,data-20190727T054418-structure-20161130T143000.xml.gz,,,False
20190726,data-20190726T042819-structure-20161130T143000.xml.gz,data-20190726T042819-structure-20161130T143000.xml.gz,data-20190726T042819-structure-20161130T143000.xml.gz,data-20190726T042819-structure-20161130T143000.xml.gz,data-20190726T042819-structure-20161130T143000.xml.gz,,,False
20190725,data-20190725T051148-structure-20161130T143000.xml.gz,data-20190725T051148-structure-20161130T143000.xml.gz,data-20190725T051148-structure-20161130T143000.xml.gz,data-20190725T051148-structure-20161130T143000.xml.gz,data-20190725T051148-structure-20161130T143000.xml.gz,,,False
20190724,data-20190724T064431-structure-20161130T143000.xml.gz,data-20190724T064431-structure-20161130T143000.xml.gz,data-20190724T064431-structure-20161130T143000.xml.gz,data-20190724T064431-structure-20161130T143000.xml.gz,data-20190724T064431-structure-20161130T143000.xml.gz,,,False
20190723,data-20190723T053905-structure-20161130T143000.xml.gz,data-20190723T053905-structure-20161130T143000.xml.gz,data-20190723T053905-structure-20161130T143000.xml.gz,data-20190723T053905-structure-20161130T143000.xml.gz,data-20190723T053905-structure-20161130T143000.xml.gz,,,False
20190722,data-20190722T050124-structure-20161130T143000.xml.gz,data-20190722T050124-structure-20161130T143000.xml.gz,data-20190722T050124-structure-20161130T143000.xml.gz,data-20190722T050124-structure-20161130T143000.xml.gz,data-20190722T050124-structure-20161130T143000.xml.gz,,,False
20190721,data-20190721T051139-structure-20161130T143000.xml.gz,data-20190721T051139-structure-20161130T143000.xml.gz,data-20190721T051139-structure-20161130T143000.xml.gz,data-20190721T051139-structure-20161130T143000.xml.gz,data-20190721T051139-structure-20161130T143000.xml.gz,,,False
20190720,data-20190720T055010-structure-20161130T143000.xml.gz,data-20190720T055010-structure-20161130T143000.xml.gz,data-20190720T055010-structure-20161130T143000.xml.gz,data-20190720T055010-structure-20161130T143000.xml.gz,data-20190720T055010-structure-20161130T143000.xml.gz,,,False
20190719,data-20190719T055415-structure-20161130T143000.xml.gz,data-20190719T055415-structure-20161130T143000.xml.gz,data-20190719T055415-structure-20161130T143000.xml.gz,data-20190719T055415-structure-20161130T143000.xml.gz,data-20190719T055415-structure-20161130T143000.xml.gz,,,False
20190718,data-20190718T071710-structure-20161130T143000.xml.gz,data-20190718T071710-structure-20161130T143000.xml.gz,data-20190718T071710-structure-20161130T143000.xml.gz,data-20190718T071710-structure-20161130T143000.xml.gz,data-20190718T071710-structure-20161130T143000.xml.gz,,,False
20190717,data-20190717T062145-structure-20161130T143000.xml.gz,data-20190717T062145-structure-20161130T143000.xml.gz,data-20190717T062145-structure-20161130T143000.xml.gz,data-20190717T062145-structure-20161130T143000.xml.gz,data-20190717T062145-structure-20161130T143000.xml.gz,,,False
20190716,data-20190716T060155-structure-20161130T143000.xml.gz,data-20190716T060155-structure-20161130T143000.xml.gz,data-20190716T060155-structure-20161130T143000.xml.gz,data-20190716T060155-structure-20161130T143000.xml.gz,data-20190716T060155-structure-20161130T143000.xml.gz,,,False
20190715,data-20190715T041525-structure-20161130T143000.xml.gz,data-20190715T041525-structure-20161130T143000.xml.gz,data-20190715T041525-structure-20161130T143000.xml.gz,data-20190715T041525-structure-20161130T143000.xml.gz,data-20190715T041525-structure-20161130T143000.xml.gz,,,False
20190714,data-20190714T050649-structure-20161130T143000.xml.gz,data-20190714T050649-structure-20161130T143000.xml.gz,data-20190714T050649-structure-20161130T143000.xml.gz,data-20190714T050649-structure-20161130T143000.xml.gz,data-20190714T050649-structure-20161130T143000.xml.gz,,,False
20190713,data-20190713T044909-structure-20161130T143000.xml.gz,data-20190713T044909-structure-20161130T143000.xml.gz,data-20190713T044909-structure-20161130T143000.xml.gz,data-20190713T044909-structure-20161130T143000.xml.gz,data-20190713T044909-structure-20161130T143000.xml.gz,,,False
20190712,data-20190712T052524-structure-20161130T143000.xml.gz,data-20190712T052524-structure-20161130T143000.xml.gz,data-20190712T052524-structure-20161130T143000.xml.gz,data-20190712T052524-structure-20161130T143000.xml.gz,data-20190712T052524-structure-20161130T143000.xml.gz,,,False
20190711,data-20190711T055542-structure-20161130T143000.xml.gz,data-20190711T055542-structure-20161130T143000.xml.gz,data-20190711T055542-structure-20161130T143000.xml.gz,data-20190711T055542-structure-20161130T143000.xml.gz,data-20190711T055542-structure-20161130T143000.xml.gz,,,False
20190710,data-20190710T060921-structure-20161130T143000.xml.gz,data-20190710T060921-structure-20161130T143000.xml.gz,data-20190710T060921-structure-20161130T143000.xml.gz,data-20190710T060921-structure-20161130T143000.xml.gz,data-20190710T060921-structure-20161130T143000.xml.gz,,,False
20190709,data-20190709T062419-structure-20161130T143000.xml.gz,data-20190709T062419-structure-20161130T143000.xml.gz,data-20190709T062419-structure-20161130T143000.xml.gz,data-20190709T062419-structure-20161130T143000.xml.gz,data-20190709T062419-structure-20161130T143000.xml.gz,,,False
20190708,data-20190708T042523-structure-20161130T143000.xml.gz,data-20190708T042523-structure-20161130T143000.xml.gz,data-20190708T042523-structure-20161130T143000.xml.gz,data-20190708T042523-structure-20161130T143000.xml.gz,data-20190708T042523-structure-20161130T143000.xml.gz,,,False
20190707,data-20190707T043212-structure-20161130T143000.xml.gz,data-20190707T043212-structure-20161130T143000.xml.gz,data-20190707T043212-structure-20161130T143000.xml.gz,data-20190707T043212-structure-20161130T143000.xml.gz,data-20190707T043212-structure-20161130T143000.xml.gz,,,False
